no_object,no_place,nmvw_actor
3,3,https://hdl.handle.net/20.500.11840/pi2542
2,2,https://hdl.handle.net/20.500.11840/pi2543
2,1,https://hdl.handle.net/20.500.11840/pi25481
43,5,https://hdl.handle.net/20.500.11840/pi255
1,1,https://hdl.handle.net/20.500.11840/pi2550
9,2,https://hdl.handle.net/20.500.11840/pi2552
7,1,https://hdl.handle.net/20.500.11840/pi2553
99,42,https://hdl.handle.net/20.500.11840/pi2558
9,2,https://hdl.handle.net/20.500.11840/pi2559
6,5,https://hdl.handle.net/20.500.11840/pi256
684,5,https://hdl.handle.net/20.500.11840/pi2560
1,1,https://hdl.handle.net/20.500.11840/pi2562
2,1,https://hdl.handle.net/20.500.11840/pi2563
1,1,https://hdl.handle.net/20.500.11840/pi2565
42,3,https://hdl.handle.net/20.500.11840/pi2566
9,1,https://hdl.handle.net/20.500.11840/pi2567
2,2,https://hdl.handle.net/20.500.11840/pi2568
16,6,https://hdl.handle.net/20.500.11840/pi2569
168,4,https://hdl.handle.net/20.500.11840/pi257
1,1,https://hdl.handle.net/20.500.11840/pi2570
6,2,https://hdl.handle.net/20.500.11840/pi2571
2,1,https://hdl.handle.net/20.500.11840/pi2572
46,15,https://hdl.handle.net/20.500.11840/pi2576
8,5,https://hdl.handle.net/20.500.11840/pi2579
1,1,https://hdl.handle.net/20.500.11840/pi258
40,3,https://hdl.handle.net/20.500.11840/pi2580
31,15,https://hdl.handle.net/20.500.11840/pi2582
1,1,https://hdl.handle.net/20.500.11840/pi2584
81,28,https://hdl.handle.net/20.500.11840/pi2585
1,1,https://hdl.handle.net/20.500.11840/pi2586
23,1,https://hdl.handle.net/20.500.11840/pi259
9,4,https://hdl.handle.net/20.500.11840/pi2590
9,3,https://hdl.handle.net/20.500.11840/pi2591
1,1,https://hdl.handle.net/20.500.11840/pi2592
74,3,https://hdl.handle.net/20.500.11840/pi2593
3,3,https://hdl.handle.net/20.500.11840/pi2594
2,1,https://hdl.handle.net/20.500.11840/pi2595
1,1,https://hdl.handle.net/20.500.11840/pi2596
7,4,https://hdl.handle.net/20.500.11840/pi2598
6,2,https://hdl.handle.net/20.500.11840/pi2599
93,40,https://hdl.handle.net/20.500.11840/pi260
2,2,https://hdl.handle.net/20.500.11840/pi2601
5,1,https://hdl.handle.net/20.500.11840/pi26018
7,2,https://hdl.handle.net/20.500.11840/pi2602
1,1,https://hdl.handle.net/20.500.11840/pi26021
937,127,https://hdl.handle.net/20.500.11840/pi2603
2,2,https://hdl.handle.net/20.500.11840/pi2605
12,3,https://hdl.handle.net/20.500.11840/pi2607
54,2,https://hdl.handle.net/20.500.11840/pi2608
2535,46,https://hdl.handle.net/20.500.11840/pi2609
3,2,https://hdl.handle.net/20.500.11840/pi2610
15,7,https://hdl.handle.net/20.500.11840/pi2612
1,1,https://hdl.handle.net/20.500.11840/pi2613
69,1,https://hdl.handle.net/20.500.11840/pi2614
12,2,https://hdl.handle.net/20.500.11840/pi2615
34,9,https://hdl.handle.net/20.500.11840/pi2616
3,1,https://hdl.handle.net/20.500.11840/pi2619
2,2,https://hdl.handle.net/20.500.11840/pi262
1,1,https://hdl.handle.net/20.500.11840/pi2620
3,2,https://hdl.handle.net/20.500.11840/pi2621
1,1,https://hdl.handle.net/20.500.11840/pi2622
125,15,https://hdl.handle.net/20.500.11840/pi2624
3,3,https://hdl.handle.net/20.500.11840/pi2628
15,2,https://hdl.handle.net/20.500.11840/pi263
19,1,https://hdl.handle.net/20.500.11840/pi2630
57,13,https://hdl.handle.net/20.500.11840/pi2631
66,4,https://hdl.handle.net/20.500.11840/pi2632
2,3,https://hdl.handle.net/20.500.11840/pi2633
2,2,https://hdl.handle.net/20.500.11840/pi2634
19,1,https://hdl.handle.net/20.500.11840/pi2636
5,4,https://hdl.handle.net/20.500.11840/pi2637
1,1,https://hdl.handle.net/20.500.11840/pi2638
1,1,https://hdl.handle.net/20.500.11840/pi2640
1,1,https://hdl.handle.net/20.500.11840/pi2641
15,8,https://hdl.handle.net/20.500.11840/pi26412
21,5,https://hdl.handle.net/20.500.11840/pi2642
1,1,https://hdl.handle.net/20.500.11840/pi2643
21,2,https://hdl.handle.net/20.500.11840/pi2645
3,2,https://hdl.handle.net/20.500.11840/pi2647
101,27,https://hdl.handle.net/20.500.11840/pi2648
16,7,https://hdl.handle.net/20.500.11840/pi265
52,11,https://hdl.handle.net/20.500.11840/pi2652
1,2,https://hdl.handle.net/20.500.11840/pi2653
21,5,https://hdl.handle.net/20.500.11840/pi2656
1,1,https://hdl.handle.net/20.500.11840/pi2657
94,24,https://hdl.handle.net/20.500.11840/pi2658
5,1,https://hdl.handle.net/20.500.11840/pi2659
3,1,https://hdl.handle.net/20.500.11840/pi2660
2,1,https://hdl.handle.net/20.500.11840/pi2661
6,2,https://hdl.handle.net/20.500.11840/pi2662
480,41,https://hdl.handle.net/20.500.11840/pi2664
2,1,https://hdl.handle.net/20.500.11840/pi2667
3,1,https://hdl.handle.net/20.500.11840/pi2668
44,4,https://hdl.handle.net/20.500.11840/pi2669
31,1,https://hdl.handle.net/20.500.11840/pi2670
150,7,https://hdl.handle.net/20.500.11840/pi2672
8,4,https://hdl.handle.net/20.500.11840/pi2673
13,1,https://hdl.handle.net/20.500.11840/pi2675
1,2,https://hdl.handle.net/20.500.11840/pi2679
100,10,https://hdl.handle.net/20.500.11840/pi26799
1,1,https://hdl.handle.net/20.500.11840/pi2680
30,7,https://hdl.handle.net/20.500.11840/pi2685
267,29,https://hdl.handle.net/20.500.11840/pi2687
3,3,https://hdl.handle.net/20.500.11840/pi2688
1,1,https://hdl.handle.net/20.500.11840/pi2689
7,4,https://hdl.handle.net/20.500.11840/pi2693
1,1,https://hdl.handle.net/20.500.11840/pi26942
20,4,https://hdl.handle.net/20.500.11840/pi26956
162,1,https://hdl.handle.net/20.500.11840/pi2696
5,3,https://hdl.handle.net/20.500.11840/pi2697
22,4,https://hdl.handle.net/20.500.11840/pi2698
34,2,https://hdl.handle.net/20.500.11840/pi27
54,5,https://hdl.handle.net/20.500.11840/pi2700
22,7,https://hdl.handle.net/20.500.11840/pi2701
2,1,https://hdl.handle.net/20.500.11840/pi2704
10,5,https://hdl.handle.net/20.500.11840/pi2705
3,2,https://hdl.handle.net/20.500.11840/pi2708
3,2,https://hdl.handle.net/20.500.11840/pi2709
28,2,https://hdl.handle.net/20.500.11840/pi271
2,2,https://hdl.handle.net/20.500.11840/pi2710
9,2,https://hdl.handle.net/20.500.11840/pi2711
1,1,https://hdl.handle.net/20.500.11840/pi2712
2,2,https://hdl.handle.net/20.500.11840/pi2714
10,7,https://hdl.handle.net/20.500.11840/pi2718
19,1,https://hdl.handle.net/20.500.11840/pi2719
22,12,https://hdl.handle.net/20.500.11840/pi2720
17,2,https://hdl.handle.net/20.500.11840/pi2721
20,9,https://hdl.handle.net/20.500.11840/pi2722
1,1,https://hdl.handle.net/20.500.11840/pi2725
1,1,https://hdl.handle.net/20.500.11840/pi2726
4,4,https://hdl.handle.net/20.500.11840/pi2727
27,4,https://hdl.handle.net/20.500.11840/pi27271
14,5,https://hdl.handle.net/20.500.11840/pi27297
1,1,https://hdl.handle.net/20.500.11840/pi2730
1,1,https://hdl.handle.net/20.500.11840/pi2731
38,1,https://hdl.handle.net/20.500.11840/pi2732
1,1,https://hdl.handle.net/20.500.11840/pi2733
1,1,https://hdl.handle.net/20.500.11840/pi2735
10,3,https://hdl.handle.net/20.500.11840/pi2736
2,2,https://hdl.handle.net/20.500.11840/pi2737
2,1,https://hdl.handle.net/20.500.11840/pi2738
3,1,https://hdl.handle.net/20.500.11840/pi2739
1,1,https://hdl.handle.net/20.500.11840/pi27394
34,9,https://hdl.handle.net/20.500.11840/pi2740
195,20,https://hdl.handle.net/20.500.11840/pi2742
51,24,https://hdl.handle.net/20.500.11840/pi2743
3,2,https://hdl.handle.net/20.500.11840/pi2744
10,1,https://hdl.handle.net/20.500.11840/pi2745
14,1,https://hdl.handle.net/20.500.11840/pi2747
250,68,https://hdl.handle.net/20.500.11840/pi2748
1,5,https://hdl.handle.net/20.500.11840/pi275
15,5,https://hdl.handle.net/20.500.11840/pi2750
1,1,https://hdl.handle.net/20.500.11840/pi2752
4,1,https://hdl.handle.net/20.500.11840/pi2754
4,1,https://hdl.handle.net/20.500.11840/pi2755
7,5,https://hdl.handle.net/20.500.11840/pi2757
55,21,https://hdl.handle.net/20.500.11840/pi2758
71,2,https://hdl.handle.net/20.500.11840/pi2759
4,2,https://hdl.handle.net/20.500.11840/pi276
1,1,https://hdl.handle.net/20.500.11840/pi2760
1,1,https://hdl.handle.net/20.500.11840/pi2763
119,9,https://hdl.handle.net/20.500.11840/pi2764
2,1,https://hdl.handle.net/20.500.11840/pi2765
5,1,https://hdl.handle.net/20.500.11840/pi2766
2,1,https://hdl.handle.net/20.500.11840/pi2767
2,2,https://hdl.handle.net/20.500.11840/pi2768
9,1,https://hdl.handle.net/20.500.11840/pi277
1,1,https://hdl.handle.net/20.500.11840/pi2770
4,1,https://hdl.handle.net/20.500.11840/pi2771
38,5,https://hdl.handle.net/20.500.11840/pi2773
2,2,https://hdl.handle.net/20.500.11840/pi2777
160,28,https://hdl.handle.net/20.500.11840/pi27779
1,1,https://hdl.handle.net/20.500.11840/pi2779
1,1,https://hdl.handle.net/20.500.11840/pi2780
6,2,https://hdl.handle.net/20.500.11840/pi2781
30,2,https://hdl.handle.net/20.500.11840/pi2782
1,2,https://hdl.handle.net/20.500.11840/pi27821
1,1,https://hdl.handle.net/20.500.11840/pi2783
32,2,https://hdl.handle.net/20.500.11840/pi2784
3,1,https://hdl.handle.net/20.500.11840/pi2786
2,3,https://hdl.handle.net/20.500.11840/pi2788
7,4,https://hdl.handle.net/20.500.11840/pi279
27,2,https://hdl.handle.net/20.500.11840/pi2791
1,1,https://hdl.handle.net/20.500.11840/pi2794
1,1,https://hdl.handle.net/20.500.11840/pi2795
28,4,https://hdl.handle.net/20.500.11840/pi27962
37,2,https://hdl.handle.net/20.500.11840/pi2798
11,2,https://hdl.handle.net/20.500.11840/pi2799
6,3,https://hdl.handle.net/20.500.11840/pi2800
1,1,https://hdl.handle.net/20.500.11840/pi28014
29,9,https://hdl.handle.net/20.500.11840/pi2803
2,1,https://hdl.handle.net/20.500.11840/pi2805
6,3,https://hdl.handle.net/20.500.11840/pi2806
1,1,https://hdl.handle.net/20.500.11840/pi2809
16,2,https://hdl.handle.net/20.500.11840/pi281
408,52,https://hdl.handle.net/20.500.11840/pi2810
1,1,https://hdl.handle.net/20.500.11840/pi2811
7,5,https://hdl.handle.net/20.500.11840/pi28120
20,1,https://hdl.handle.net/20.500.11840/pi2813
1,1,https://hdl.handle.net/20.500.11840/pi2814
4,2,https://hdl.handle.net/20.500.11840/pi2815
4,2,https://hdl.handle.net/20.500.11840/pi2816
3,1,https://hdl.handle.net/20.500.11840/pi2817
1169,89,https://hdl.handle.net/20.500.11840/pi28181
43,15,https://hdl.handle.net/20.500.11840/pi2819
18,10,https://hdl.handle.net/20.500.11840/pi282
150,2,https://hdl.handle.net/20.500.11840/pi2822
2,2,https://hdl.handle.net/20.500.11840/pi2824
7,1,https://hdl.handle.net/20.500.11840/pi2825
1,1,https://hdl.handle.net/20.500.11840/pi2826
1,1,https://hdl.handle.net/20.500.11840/pi28261
1,1,https://hdl.handle.net/20.500.11840/pi2828
18,6,https://hdl.handle.net/20.500.11840/pi28292
106,31,https://hdl.handle.net/20.500.11840/pi2830
1,1,https://hdl.handle.net/20.500.11840/pi28303
6,6,https://hdl.handle.net/20.500.11840/pi2833
1,1,https://hdl.handle.net/20.500.11840/pi2835
1,1,https://hdl.handle.net/20.500.11840/pi2836
4,2,https://hdl.handle.net/20.500.11840/pi2838
2,1,https://hdl.handle.net/20.500.11840/pi2841
1,1,https://hdl.handle.net/20.500.11840/pi2843
136,21,https://hdl.handle.net/20.500.11840/pi2844
305,63,https://hdl.handle.net/20.500.11840/pi2845
1,1,https://hdl.handle.net/20.500.11840/pi2846
2,2,https://hdl.handle.net/20.500.11840/pi2850
30,6,https://hdl.handle.net/20.500.11840/pi2851
17,4,https://hdl.handle.net/20.500.11840/pi2852
72,19,https://hdl.handle.net/20.500.11840/pi2854
4,1,https://hdl.handle.net/20.500.11840/pi2855
1,1,https://hdl.handle.net/20.500.11840/pi2856
7,1,https://hdl.handle.net/20.500.11840/pi2857
20,12,https://hdl.handle.net/20.500.11840/pi2858
1,1,https://hdl.handle.net/20.500.11840/pi2861
2,2,https://hdl.handle.net/20.500.11840/pi2862
1214,44,https://hdl.handle.net/20.500.11840/pi2863
6,2,https://hdl.handle.net/20.500.11840/pi2864
1,2,https://hdl.handle.net/20.500.11840/pi2865
3,1,https://hdl.handle.net/20.500.11840/pi2866
56,3,https://hdl.handle.net/20.500.11840/pi28664
3,1,https://hdl.handle.net/20.500.11840/pi2867
76,14,https://hdl.handle.net/20.500.11840/pi28676
170,2,https://hdl.handle.net/20.500.11840/pi2868
207,7,https://hdl.handle.net/20.500.11840/pi28680
1,2,https://hdl.handle.net/20.500.11840/pi2870
1,1,https://hdl.handle.net/20.500.11840/pi28722
3,2,https://hdl.handle.net/20.500.11840/pi2873
1,1,https://hdl.handle.net/20.500.11840/pi2874
19,1,https://hdl.handle.net/20.500.11840/pi2875
5,4,https://hdl.handle.net/20.500.11840/pi2877
1,1,https://hdl.handle.net/20.500.11840/pi2878
88,14,https://hdl.handle.net/20.500.11840/pi2879
52,12,https://hdl.handle.net/20.500.11840/pi2880
3,2,https://hdl.handle.net/20.500.11840/pi28807
10,2,https://hdl.handle.net/20.500.11840/pi2881
3,1,https://hdl.handle.net/20.500.11840/pi2882
49,3,https://hdl.handle.net/20.500.11840/pi2884
2,1,https://hdl.handle.net/20.500.11840/pi2885
29,6,https://hdl.handle.net/20.500.11840/pi2886
1,1,https://hdl.handle.net/20.500.11840/pi2887
28,13,https://hdl.handle.net/20.500.11840/pi2888
531,76,https://hdl.handle.net/20.500.11840/pi2889
12,7,https://hdl.handle.net/20.500.11840/pi289
1,1,https://hdl.handle.net/20.500.11840/pi2890
3,3,https://hdl.handle.net/20.500.11840/pi2894
3,3,https://hdl.handle.net/20.500.11840/pi28953
31,4,https://hdl.handle.net/20.500.11840/pi2896
6,1,https://hdl.handle.net/20.500.11840/pi2897
2,1,https://hdl.handle.net/20.500.11840/pi2900
2,2,https://hdl.handle.net/20.500.11840/pi29006
2,2,https://hdl.handle.net/20.500.11840/pi2901
34,9,https://hdl.handle.net/20.500.11840/pi2902
67,1,https://hdl.handle.net/20.500.11840/pi2904
27,6,https://hdl.handle.net/20.500.11840/pi2906
2,1,https://hdl.handle.net/20.500.11840/pi2907
2,2,https://hdl.handle.net/20.500.11840/pi2908
3,2,https://hdl.handle.net/20.500.11840/pi2911
108,16,https://hdl.handle.net/20.500.11840/pi2912
2,1,https://hdl.handle.net/20.500.11840/pi2913
1,1,https://hdl.handle.net/20.500.11840/pi2915
34,6,https://hdl.handle.net/20.500.11840/pi2916
1,1,https://hdl.handle.net/20.500.11840/pi2917
3,1,https://hdl.handle.net/20.500.11840/pi2918
1,1,https://hdl.handle.net/20.500.11840/pi2919
2,2,https://hdl.handle.net/20.500.11840/pi29206
11,1,https://hdl.handle.net/20.500.11840/pi2921
1,1,https://hdl.handle.net/20.500.11840/pi2923
1,1,https://hdl.handle.net/20.500.11840/pi29237
1,1,https://hdl.handle.net/20.500.11840/pi29249
50,16,https://hdl.handle.net/20.500.11840/pi2925
6,1,https://hdl.handle.net/20.500.11840/pi2927
2,2,https://hdl.handle.net/20.500.11840/pi2928
4,1,https://hdl.handle.net/20.500.11840/pi2929
10,7,https://hdl.handle.net/20.500.11840/pi293
94,6,https://hdl.handle.net/20.500.11840/pi2930
4,1,https://hdl.handle.net/20.500.11840/pi29305
8,4,https://hdl.handle.net/20.500.11840/pi2931
6,5,https://hdl.handle.net/20.500.11840/pi2932
271,19,https://hdl.handle.net/20.500.11840/pi29328
1,1,https://hdl.handle.net/20.500.11840/pi2933
5,4,https://hdl.handle.net/20.500.11840/pi2935
3,1,https://hdl.handle.net/20.500.11840/pi2936
13,9,https://hdl.handle.net/20.500.11840/pi2937
1,1,https://hdl.handle.net/20.500.11840/pi2938
5,1,https://hdl.handle.net/20.500.11840/pi294
12,6,https://hdl.handle.net/20.500.11840/pi2940
2,1,https://hdl.handle.net/20.500.11840/pi2941
1,1,https://hdl.handle.net/20.500.11840/pi2942
67,3,https://hdl.handle.net/20.500.11840/pi2943
3,1,https://hdl.handle.net/20.500.11840/pi2944
3,3,https://hdl.handle.net/20.500.11840/pi29489
4,3,https://hdl.handle.net/20.500.11840/pi2949
123,1,https://hdl.handle.net/20.500.11840/pi295
87,1,https://hdl.handle.net/20.500.11840/pi2950
2,1,https://hdl.handle.net/20.500.11840/pi2951
9,4,https://hdl.handle.net/20.500.11840/pi2952
1,1,https://hdl.handle.net/20.500.11840/pi2955
3,1,https://hdl.handle.net/20.500.11840/pi2956
7,1,https://hdl.handle.net/20.500.11840/pi2957
1,1,https://hdl.handle.net/20.500.11840/pi29593
2,2,https://hdl.handle.net/20.500.11840/pi296
5,4,https://hdl.handle.net/20.500.11840/pi2960
1,1,https://hdl.handle.net/20.500.11840/pi2961
50,8,https://hdl.handle.net/20.500.11840/pi2962
8,3,https://hdl.handle.net/20.500.11840/pi2963
6,3,https://hdl.handle.net/20.500.11840/pi2964
28,3,https://hdl.handle.net/20.500.11840/pi2965
2,2,https://hdl.handle.net/20.500.11840/pi2968
1,1,https://hdl.handle.net/20.500.11840/pi2970
1,1,https://hdl.handle.net/20.500.11840/pi2972
5,1,https://hdl.handle.net/20.500.11840/pi2973
6,5,https://hdl.handle.net/20.500.11840/pi2974
8,1,https://hdl.handle.net/20.500.11840/pi2976
10,7,https://hdl.handle.net/20.500.11840/pi2977
182,8,https://hdl.handle.net/20.500.11840/pi2981
5,2,https://hdl.handle.net/20.500.11840/pi2984
1,1,https://hdl.handle.net/20.500.11840/pi2986
2,2,https://hdl.handle.net/20.500.11840/pi2987
2,3,https://hdl.handle.net/20.500.11840/pi2988
1,1,https://hdl.handle.net/20.500.11840/pi2989
25,7,https://hdl.handle.net/20.500.11840/pi2991
1,1,https://hdl.handle.net/20.500.11840/pi29913
14,4,https://hdl.handle.net/20.500.11840/pi2994
1,1,https://hdl.handle.net/20.500.11840/pi2995
7,1,https://hdl.handle.net/20.500.11840/pi2996
1,1,https://hdl.handle.net/20.500.11840/pi2997
164,30,https://hdl.handle.net/20.500.11840/pi2999
381,16,https://hdl.handle.net/20.500.11840/pi3
4,1,https://hdl.handle.net/20.500.11840/pi30
3,2,https://hdl.handle.net/20.500.11840/pi3000
3,2,https://hdl.handle.net/20.500.11840/pi3001
1,1,https://hdl.handle.net/20.500.11840/pi3006
1,1,https://hdl.handle.net/20.500.11840/pi3007
1,1,https://hdl.handle.net/20.500.11840/pi3008
3,2,https://hdl.handle.net/20.500.11840/pi3009
37,7,https://hdl.handle.net/20.500.11840/pi301
1,1,https://hdl.handle.net/20.500.11840/pi3010
26,5,https://hdl.handle.net/20.500.11840/pi3011
3,3,https://hdl.handle.net/20.500.11840/pi3012
116,3,https://hdl.handle.net/20.500.11840/pi3013
4,2,https://hdl.handle.net/20.500.11840/pi3017
1,1,https://hdl.handle.net/20.500.11840/pi3018
6,1,https://hdl.handle.net/20.500.11840/pi3020
5,3,https://hdl.handle.net/20.500.11840/pi3021
317,16,https://hdl.handle.net/20.500.11840/pi3023
1,1,https://hdl.handle.net/20.500.11840/pi3024
25,4,https://hdl.handle.net/20.500.11840/pi3026
6,2,https://hdl.handle.net/20.500.11840/pi3028
1,1,https://hdl.handle.net/20.500.11840/pi3029
1,1,https://hdl.handle.net/20.500.11840/pi3030
1,1,https://hdl.handle.net/20.500.11840/pi3031
84,19,https://hdl.handle.net/20.500.11840/pi3033
83,19,https://hdl.handle.net/20.500.11840/pi3034
1,1,https://hdl.handle.net/20.500.11840/pi3036
1,1,https://hdl.handle.net/20.500.11840/pi3037
1,1,https://hdl.handle.net/20.500.11840/pi3041
40,2,https://hdl.handle.net/20.500.11840/pi3042
2,2,https://hdl.handle.net/20.500.11840/pi3044
47,14,https://hdl.handle.net/20.500.11840/pi3045
173,40,https://hdl.handle.net/20.500.11840/pi3046
39,6,https://hdl.handle.net/20.500.11840/pi3048
1,1,https://hdl.handle.net/20.500.11840/pi305
19,2,https://hdl.handle.net/20.500.11840/pi3050
2,2,https://hdl.handle.net/20.500.11840/pi3051
1,1,https://hdl.handle.net/20.500.11840/pi3053
40,2,https://hdl.handle.net/20.500.11840/pi3054
39,7,https://hdl.handle.net/20.500.11840/pi3056
1,1,https://hdl.handle.net/20.500.11840/pi3057
82,34,https://hdl.handle.net/20.500.11840/pi30590
10,2,https://hdl.handle.net/20.500.11840/pi306
1,1,https://hdl.handle.net/20.500.11840/pi3060
7,1,https://hdl.handle.net/20.500.11840/pi3061
2,1,https://hdl.handle.net/20.500.11840/pi3062
2,1,https://hdl.handle.net/20.500.11840/pi3063
2,2,https://hdl.handle.net/20.500.11840/pi30648
1,1,https://hdl.handle.net/20.500.11840/pi3066
2,1,https://hdl.handle.net/20.500.11840/pi3067
1,1,https://hdl.handle.net/20.500.11840/pi3068
15,14,https://hdl.handle.net/20.500.11840/pi3069
6,1,https://hdl.handle.net/20.500.11840/pi3071
726,42,https://hdl.handle.net/20.500.11840/pi3072
3,1,https://hdl.handle.net/20.500.11840/pi3073
4,1,https://hdl.handle.net/20.500.11840/pi3074
1,1,https://hdl.handle.net/20.500.11840/pi3076
17,7,https://hdl.handle.net/20.500.11840/pi3077
1,1,https://hdl.handle.net/20.500.11840/pi3079
36,8,https://hdl.handle.net/20.500.11840/pi3080
32,4,https://hdl.handle.net/20.500.11840/pi3081
8,4,https://hdl.handle.net/20.500.11840/pi3083
1,2,https://hdl.handle.net/20.500.11840/pi3085
5,3,https://hdl.handle.net/20.500.11840/pi3086
2,1,https://hdl.handle.net/20.500.11840/pi3088
4,1,https://hdl.handle.net/20.500.11840/pi3089
5,3,https://hdl.handle.net/20.500.11840/pi30898
20,1,https://hdl.handle.net/20.500.11840/pi3090
19,2,https://hdl.handle.net/20.500.11840/pi3093
2,1,https://hdl.handle.net/20.500.11840/pi3094
52,2,https://hdl.handle.net/20.500.11840/pi3096
2,1,https://hdl.handle.net/20.500.11840/pi30966
15,3,https://hdl.handle.net/20.500.11840/pi3099
25,7,https://hdl.handle.net/20.500.11840/pi3100
11,8,https://hdl.handle.net/20.500.11840/pi3102
441,16,https://hdl.handle.net/20.500.11840/pi3104
3,1,https://hdl.handle.net/20.500.11840/pi3106
2,1,https://hdl.handle.net/20.500.11840/pi3108
1,1,https://hdl.handle.net/20.500.11840/pi3109
43,2,https://hdl.handle.net/20.500.11840/pi3110
4,3,https://hdl.handle.net/20.500.11840/pi3111
53,14,https://hdl.handle.net/20.500.11840/pi3112
1,2,https://hdl.handle.net/20.500.11840/pi31121
16,7,https://hdl.handle.net/20.500.11840/pi3113
56,12,https://hdl.handle.net/20.500.11840/pi3115
68,10,https://hdl.handle.net/20.500.11840/pi3116
63,6,https://hdl.handle.net/20.500.11840/pi3117
399,56,https://hdl.handle.net/20.500.11840/pi3119
1,1,https://hdl.handle.net/20.500.11840/pi3121
1,1,https://hdl.handle.net/20.500.11840/pi3123
1,1,https://hdl.handle.net/20.500.11840/pi3124
25,3,https://hdl.handle.net/20.500.11840/pi3125
9,2,https://hdl.handle.net/20.500.11840/pi3126
4,3,https://hdl.handle.net/20.500.11840/pi31261
10,1,https://hdl.handle.net/20.500.11840/pi3127
26,9,https://hdl.handle.net/20.500.11840/pi3128
3,1,https://hdl.handle.net/20.500.11840/pi3129
16,7,https://hdl.handle.net/20.500.11840/pi3131
4,1,https://hdl.handle.net/20.500.11840/pi3132
2,2,https://hdl.handle.net/20.500.11840/pi3133
1,1,https://hdl.handle.net/20.500.11840/pi3134
2,1,https://hdl.handle.net/20.500.11840/pi3135
1,1,https://hdl.handle.net/20.500.11840/pi3136
412,68,https://hdl.handle.net/20.500.11840/pi3138
16,5,https://hdl.handle.net/20.500.11840/pi3139
1,1,https://hdl.handle.net/20.500.11840/pi3140
25,4,https://hdl.handle.net/20.500.11840/pi3141
2,1,https://hdl.handle.net/20.500.11840/pi3142
2,2,https://hdl.handle.net/20.500.11840/pi3143
180,6,https://hdl.handle.net/20.500.11840/pi3146
1,1,https://hdl.handle.net/20.500.11840/pi3147
25,5,https://hdl.handle.net/20.500.11840/pi315
8,5,https://hdl.handle.net/20.500.11840/pi3150
1,1,https://hdl.handle.net/20.500.11840/pi3151
402,48,https://hdl.handle.net/20.500.11840/pi31525
41,11,https://hdl.handle.net/20.500.11840/pi3153
5,1,https://hdl.handle.net/20.500.11840/pi3155
1,1,https://hdl.handle.net/20.500.11840/pi31555
2,1,https://hdl.handle.net/20.500.11840/pi3156
1,1,https://hdl.handle.net/20.500.11840/pi3157
2,1,https://hdl.handle.net/20.500.11840/pi316
52,10,https://hdl.handle.net/20.500.11840/pi3162
9,2,https://hdl.handle.net/20.500.11840/pi3163
1,1,https://hdl.handle.net/20.500.11840/pi3164
2,1,https://hdl.handle.net/20.500.11840/pi3166
1,1,https://hdl.handle.net/20.500.11840/pi3167
1,1,https://hdl.handle.net/20.500.11840/pi3168
13,10,https://hdl.handle.net/20.500.11840/pi3169
1,1,https://hdl.handle.net/20.500.11840/pi3170
200,30,https://hdl.handle.net/20.500.11840/pi31708
13,5,https://hdl.handle.net/20.500.11840/pi3172
1,1,https://hdl.handle.net/20.500.11840/pi3173
2,2,https://hdl.handle.net/20.500.11840/pi3174
2,2,https://hdl.handle.net/20.500.11840/pi3175
1,1,https://hdl.handle.net/20.500.11840/pi3176
2,1,https://hdl.handle.net/20.500.11840/pi3179
6,1,https://hdl.handle.net/20.500.11840/pi318
2,1,https://hdl.handle.net/20.500.11840/pi31804
3,2,https://hdl.handle.net/20.500.11840/pi3182
6,1,https://hdl.handle.net/20.500.11840/pi3183
4,4,https://hdl.handle.net/20.500.11840/pi3184
1,1,https://hdl.handle.net/20.500.11840/pi3185
1,2,https://hdl.handle.net/20.500.11840/pi3186
484,33,https://hdl.handle.net/20.500.11840/pi3187
1,1,https://hdl.handle.net/20.500.11840/pi3189
1,1,https://hdl.handle.net/20.500.11840/pi319
1,1,https://hdl.handle.net/20.500.11840/pi3190
1,1,https://hdl.handle.net/20.500.11840/pi31901
1,1,https://hdl.handle.net/20.500.11840/pi3192
5,4,https://hdl.handle.net/20.500.11840/pi3193
3,2,https://hdl.handle.net/20.500.11840/pi3195
1,1,https://hdl.handle.net/20.500.11840/pi3196
1,1,https://hdl.handle.net/20.500.11840/pi3197
1,1,https://hdl.handle.net/20.500.11840/pi3199
2,2,https://hdl.handle.net/20.500.11840/pi32
2,1,https://hdl.handle.net/20.500.11840/pi3202
1,1,https://hdl.handle.net/20.500.11840/pi3204
2,1,https://hdl.handle.net/20.500.11840/pi3208
1,1,https://hdl.handle.net/20.500.11840/pi3209
10,4,https://hdl.handle.net/20.500.11840/pi3212
10,2,https://hdl.handle.net/20.500.11840/pi3213
10,1,https://hdl.handle.net/20.500.11840/pi3214
25,1,https://hdl.handle.net/20.500.11840/pi3215
1,1,https://hdl.handle.net/20.500.11840/pi3216
13,2,https://hdl.handle.net/20.500.11840/pi3218
1,1,https://hdl.handle.net/20.500.11840/pi3222
204,8,https://hdl.handle.net/20.500.11840/pi3224
23,5,https://hdl.handle.net/20.500.11840/pi3225
1,1,https://hdl.handle.net/20.500.11840/pi3226
4,2,https://hdl.handle.net/20.500.11840/pi3227
162,35,https://hdl.handle.net/20.500.11840/pi3228
630,95,https://hdl.handle.net/20.500.11840/pi323
116,2,https://hdl.handle.net/20.500.11840/pi3230
